
# Datos nUm. 1
#     x' 	 S(x')
  -3.11	     2.99	        2.99	     3.11
  -2.99	     3.01	        3.01	     2.99
  -2.40	     3.28	        3.28	     2.40
  -2.00	     3.37	        3.37	     2.00
  -1.64	     3.34	        3.34	     1.64
  -1.55	     3.31	        3.31	     1.55
  -1.44	     3.19	        3.19	     1.44
  -1.37	     3.11	        3.11	     1.37
  -1.29	     3.12	        3.12	     1.29
  -1.16	     3.13	        3.13	     1.16
  -1.10	     3.13	        3.13	     1.10
  -1.08	     3.14	        3.14	     1.08
  -1.04	     3.14	        3.14	     1.04
  -1.00	     3.14	        3.14	     1.00
  -0.98	     3.15	        3.15	     0.98
  -0.94	     3.15	        3.15	     0.94
  -0.93	     3.24	        3.24	     0.93
  -0.86	     3.68	        3.68	     0.86
  -0.67	     3.97	        3.97	     0.67
  -0.49	     4.03	        4.03	     0.49
  -0.45	     4.02	        4.02	     0.45
  -0.41	     4.01	        4.01	     0.41
  -0.39	     3.99	        3.99	     0.39
  -0.38	     3.95	        3.95	     0.38
  -0.37	     3.81	        3.81	     0.37
  -0.35	     3.64	        3.64	     0.35
  -0.34	     3.59	        3.59	     0.34
  -0.34	     3.55	        3.55	     0.34
  -0.33	     3.53	        3.53	     0.33
  -0.32	     3.52	        3.52	     0.32
  -0.28	     3.51	        3.51	     0.28
  -0.27	     3.49	        3.49	     0.27
  -0.26	     3.47	        3.47	     0.26
  -0.24	     3.43	        3.43	     0.24
  -0.22	     3.40	        3.40	     0.22
  -0.20	     3.28	        3.28	     0.20
  -0.19	     3.00	        3.00	     0.19
